label	marketDate	prePhaseTrialNum	postPhaseTrialNum	preDatedTrialNum	postDatedTrialNum	preMeanEnroll	postMeanEnroll	ECdiseaseFocusDivergenceLevel	ECdiseaseFocusShiftLevel	ECdrugFocusDivergenceLevel	ECdrugFocusShiftLevel
0	14334	1126	0.135331516802906	619	0.0908265213442325	139.663974151858	696.54	-0.00492079479491891	0.298578648736355	-0.0634448546370758	0.338842114891499
0	14413	121	0.0263777673104098	96	0.0263777673104098	810.625	453.267857142857	0.0614007027901155	0.12046508929391	-0.0223593340042871	0.112284367389418
0	13063	40	0.0083501295709761	9	0.00662251655629139	169.444444444444	131.521739130435	-0.00714855631588079	0.34833865501774	0.0104628318721446	0.460521799379043
1	12187	253	0.0137962750057484	31	0.0124166475051736	216	84.5555555555556	-0.0625422088673147	0.435407045508549	-0.00456345276956088	0.20492202861657
1	12474	1454	0.0162481536189069	70	0.0192023633677991	151.742857142857	134.589743589744	0.169285574247942	0.613265926018267	-0.0348763624586995	0.539783008691059
0	14434	30	0.00761179828734539	20	0.00428163653663178	282.25	290.666666666667	-0.00534474848464511	0.21956992421566	-0.00522497415568546	0.449989257497778
0	12901	138	0.0148555708390646	31	0.0181568088033012	278.032258064516	299.439393939394	0.134670917012241	0.292663709114417	0.0720891235160118	0.200455847094942
0	13900	23	0.0136570561456753	19	0.0174506828528073	415.473684210526	140.521739130435	0.0891045266014599	0.571238325255146	0.111782934742723	0.219543174402754
1	13278	117	0.0165745856353591	14	0.0153468385512584	652.714285714286	501.34	0.200935619233151	0.645463791022072	0.234043775329768	0.189907412699018
0	13997	43	0.0094525403702245	20	0.00472627018511225	469.05	507.666666666667	0.0251152096925529	0.287287685899879	0.0337152214016428	0.402170489542377
0	14516	510	0.0198019801980198	319	0.0113861386138614	93.9404388714733	49.1304347826087	0.0576914647296625	0.450755751990361	-0.0386113026120836	0.747184382780233
0	12282	226	0.0206864127879643	25	0.0204513399153738	2739.12	647.35632183908	0.181166320712891	0.287365052224915	0.0881870039570951	0.113902385666626
1	12654	122	0.0195775373518805	26	0.0175167439464194	412.615384615385	205.897058823529	0.0080066320390843	0.403243795650949	0.116925338287123	0.149761644286099
0	14711	89	0.0301369863013699	51	0.0115068493150685	426.411764705882	1962.52380952381	0.02977029939814	0.345164827044014	-0.0191582717259402	0.605318873083788
1	13301	1106	0.00680061823802164	325	0.00494590417310665	243.369230769231	193.9375	0.0279162240165381	0.192867565258634	-0.0225120971091647	0.212586791581237
1	12054	164	0.0207496653279786	33	0.0209727800089246	117.363636363636	273.595744680851	-0.0741543889914901	0.186776833099205	-0.0125676322300805	0.189125826490075
1	13684	17	0.00315568022440393	12	0.00561009817671809	1208.83333333333	548.375	0.116094549817019	0.67363504399669	0.146789552558334	0.279201441595675
1	13416	183	0.0554487179487179	61	0.05	152.540983606557	134.538461538462	0.0802236913797011	0.13244891757344	0.0903089863977019	0.256403853736689
0	12977	290	0.0441135150323125	54	0.0460803596515875	632.777777777778	536.621951219512	0.0755512925966828	0.153743948806892	0.0810433956456785	0.271484965507175
0	14873	39	0.0144317498496693	29	0.0126277811184606	698.551724137931	664.952380952381	-0.0636764348892249	0.374029545544334	0.013338786696091	0.65778425440919
0	11457	460	0.00551289623941721	17	0.00570978539082497	365.235294117647	86.0689655172414	0.12472053609485	0.428876068641822	0.00648047507057709	0.651018822542257
1	12051	181	0.0167224080267559	10	0.0176142697881828	1359.4	268.443037974684	0.124086181344841	0.181420281899716	0.127362280107371	0.268441806649281
0	14489	28	0.00683927699071812	21	0.00683927699071812	203.761904761905	71.9285714285714	-0.00442200414508764	0.641234238970427	-0.16051398571135	0.549538871564167
1	13501	95	0.0168039538714992	51	0.0158154859967051	210.039215686275	172.916666666667	0.00907349623935982	0.185755443228181	-0.00854356545731921	0.236870558203549
0	13798	142	0.0226442658875091	27	0.0361577794010226	180.333333333333	90.9191919191919	0.0929727016256717	0.281044694577419	0.00378786837536432	0.343247525870859
0	13437	209	0.0293643110680865	42	0.0422717005485641	385.833333333333	240.824427480916	0.190203755633495	0.14520441356137	0.0133732813091542	0.187899132034272
0	13249	172	0.0270763614237907	100	0.0362032248250685	338.82	109.36974789916	0.0199634322347028	0.258193953843026	0.00968028188922831	0.268220816375385
