label	marketDate	prePhaseTrialNum	postPhaseTrialNum	preDatedTrialNum	postDatedTrialNum	preMeanEnroll	postMeanEnroll	ECdiseaseFocusDivergenceLevel	ECdiseaseFocusShiftLevel	ECdrugFocusDivergenceLevel	ECdrugFocusShiftLevel
0	14334	1126	0.135393003180373	619	0.0904134484325307	139.663974151858	699.035175879397	-0.00558832176354729	0.696008211401026	-0.0640036758420337	0.660023258850518
0	14413	121	0.0263901979264844	96	0.0235626767200754	810.625	487.78	0.0521933541565899	0.87527966758846	-0.0267437520734705	0.878181340509127
0	13063	40	0.00835253456221198	9	0.00633640552995392	169.444444444444	135.136363636364	-0.00942581482052429	0.639186734990434	0.000505789193338602	0.533828869612805
1	12187	253	0.0137994480220791	31	0.0121895124195032	216	85.3018867924528	-0.0622536918105936	0.557333982575721	-0.00656088653342313	0.795005972092457
1	12474	1454	0.0162521546417139	70	0.0192070918492982	151.742857142857	134.589743589744	0.169285574247942	0.386734073981733	-0.0348763624586995	0.460216991308941
0	14434	30	0.00761542122798667	20	0.0042836744407425	282.25	290.666666666667	-0.00534474848464511	0.78043007578434	-0.00522497415568546	0.550010742502222
0	12901	138	0.0148596587782058	31	0.0173362685745735	278.032258064516	311.984126984127	0.134310097787701	0.715615605108383	0.0715714126764687	0.802051007777516
0	13900	23	0.0136622390891841	19	0.0174573055028463	415.473684210526	140.521739130435	0.0891045266014599	0.428761674744854	0.111782934742723	0.780456825597246
1	13278	117	0.0165796745471293	14	0.0144304574762051	652.714285714286	505.468085106383	0.204220941152545	0.333778668646596	0.232280994423135	0.816298789796868
0	13997	43	0.00945626477541371	20	0.00472813238770686	469.05	507.666666666667	0.0251152096925529	0.712712314100121	0.0337152214016428	0.597829510457623
0	14516	510	0.0198117880138683	319	0.0108964834076275	93.9404388714733	50.4545454545455	0.0554226307170805	0.467162317830865	-0.0419112962951963	0.199763872794039
0	12282	226	0.0206912767458265	25	0.0202210204561486	2739.12	653.139534883721	0.1791717688024	0.712724694636189	0.0890445497215314	0.885504955223357
1	12654	122	0.0195825818088122	26	0.0172635918577686	412.615384615385	207.925373134328	0.00339878673465965	0.596807128631631	0.11582244465432	0.847780848335127
0	14711	89	0.0301535087719298	51	0.0104166666666667	426.411764705882	2148.15789473684	0.0066903811403925	0.539171143026398	-0.035544932656234	0.327707662786731
1	13301	1106	0.00680272108843537	325	0.00494743351886209	243.369230769231	193.9375	0.0279162240165381	0.807132434741366	-0.0225120971091647	0.787413208418763
1	12054	164	0.0207542959160902	33	0.0200848024994421	117.363636363636	279.111111111111	-0.0741071394694012	0.811315359125515	-0.0145358925785493	0.814617890485062
1	13684	17	0.00315678709224833	12	0.00561206594177482	1208.83333333333	548.375	0.116094549817019	0.32636495600331	0.146789552558334	0.720798558404325
1	13416	183	0.0554664956716896	61	0.0484129528695095	152.540983606557	134.476821192053	0.0788587440379224	0.862876074216788	0.0893843854900381	0.740517192280526
0	12977	290	0.0441259134345138	54	0.0460933108487915	632.777777777778	536.621951219512	0.0755512925966828	0.846256051193108	0.0810433956456785	0.728515034492825
