label,marketDate,prePhaseTrialNum,postPhaseTrialNum,preDatedTrialNum,postDatedTrialNum,preMeanEnroll,postMeanEnroll,ECdiseaseFocusDivergenceLevel,ECdiseaseFocusShiftLevel,ECdrugFocusDivergenceLevel,ECdrugFocusShiftLevel
0,12461,489,8,22,8,112.818181818182,135.75,0.0134834802915912,0.81875914425951,0.0359941854646478,0.554973359278592
0,13063,40,29,9,23,169.444444444444,131.521739130435,-0.00714855631588079,0.65166134498226,0.0104628318721446,0.539478200620957
0,14434,30,16,20,9,282.25,290.666666666667,-0.00534474848464511,0.78043007578434,-0.00522497415568546,0.550010742502222
0,13900,23,35,19,46,415.473684210526,140.521739130435,0.0891045266014599,0.428761674744854,0.111782934742723,0.780456825597246
0,12382,77,30,8,25,747.125,221.04,0.118893695218958,0.428396513992578,0.192385712504317,0.782277314009596
0,13997,43,24,20,12,469.05,507.666666666667,0.0251152096925529,0.712712314100121,0.0337152214016428,0.597829510457623
0,14516,508,39,319,23,93.9404388714733,49.1304347826087,0.0576914647296625,0.549244248009639,-0.0386113026120836,0.252815617219767
0,12282,220,86,25,87,2739.12,647.35632183908,0.181166320712891,0.712634947775085,0.0881870039570951,0.886097614333374
0,14711,85,55,51,21,426.411764705882,1962.52380952381,0.02977029939814,0.654835172955986,-0.0191582717259402,0.394681126916212
0,12977,288,154,54,164,632.777777777778,536.621951219512,0.0755512925966828,0.846256051193108,0.0810433956456785,0.728515034492825
0,14873,39,24,29,21,698.551724137931,664.952380952381,-0.0636764348892249,0.625970454455666,0.013338786696091,0.34221574559081
0,11457,458,28,17,29,365.235294117647,86.0689655172414,0.12472053609485,0.571123931358178,0.00648047507057709,0.348981177457743
0,12502,56,41,8,47,91.75,147.723404255319,0.11964909950125,0.711828748719935,0.070958252641571,0.735866835779409
0,13249,171,90,100,119,338.82,109.36974789916,0.0199634322347028,0.741806046156974,0.00968028188922831,0.731779183624615
0,11842,223,176,14,216,1923.35714285714,253.87962962963,0.134090566689859,0.82999838901758,0.085464521347802,0.742668628199723
0,14173,61,34,20,22,960.2,67.6818181818182,-0.00125906836317058,0.61855965973744,-0.0267356479944204,0.655973470222235
0,13329,270,68,26,81,336.653846153846,169.851851851852,0.0237238867878991,0.921954180786546,0.0322304601434885,0.772761132876464
0,12877,22,21,8,25,351.625,107.12,0.139089631188923,0.641334337539305,0.175571928751361,0.60765617287625
0,12782,182,84,15,88,333.133333333333,140.772727272727,0.069956010183029,0.701124005374385,0.373675834583988,0.846922040144109
0,12299,73,28,9,26,174.333333333333,168.307692307692,0.0930536088073733,0.720145975664064,0.0866559070821251,0.707758712240169
0,12341,84,48,9,48,347.777777777778,86.5208333333333,0.0223235043086548,0.513071045625889,0.0780497598434736,0.688590148704063
